Designator,Mid X,Mid Y,Rotation,Layer
J201,62.86,-60.17,270.0,bottom
J202,62.78,-77.67,270.0,bottom
J203,77.47,-117.67,270.0,bottom
U101,76.2,-60.325,90.0,top
U102,76.2,-79.375,90.0,top
U103,76.2,-98.425,90.0,top
U104,76.2,-117.475,90.0,top
