Comment,Designator,Footprint,LCSC,Quantity
DA56-11EWA,U206,SL-9263,,1
DA56-11EWA,U202,SL-9263,,1
DA56-11EWA,U205,SL-9263,,1
DA56-11EWA,U201,SL-9263,,1
DA56-11EWA,U208,SL-9263,,1
DA56-11EWA,U204,SL-9263,,1
DA56-11EWA,U203,SL-9263,,1
DA56-11EWA,U207,SL-9263,,1
Conn_02x04_Odd_Even,J203,PinHeader_2x04_P2.54mm_Vertical,,1
Conn_02x04_Odd_Even,J202,PinHeader_2x04_P2.54mm_Vertical,,1
Conn_02x04_Odd_Even,J201,PinHeader_2x04_P2.54mm_Vertical,,1
